,open,close,high,low,volume,H-L,H-PC,L-PC,TR,ATR,Upper Basic,Lower Basic,Upper Band,Lower Band,SuperTrend
1053,323.9,323.0,323.9,322.45,0,1.4499999999999886,0.5,0.9499999999999886,1.4499999999999886,0.7770212694037479,325.5060638082112,320.8439361917887,325.5060638082112,323.08949789225676,325.5060638082112
1054,323.4,323.1,323.4,322.9,0,0.5,0.39999999999997726,0.10000000000002274,0.5,0.7423936107282795,325.3771808321848,320.92281916781513,325.3771808321848,320.92281916781513,325.3771808321848
1055,323.0,323.1,323.65,322.85,0,0.7999999999999545,0.5499999999999545,0.25,0.7999999999999545,0.7495944093872389,325.4987832281617,321.0012167718383,325.3771808321848,321.0012167718383,325.3771808321848
1056,323.0,323.6,323.25,322.8,0,0.44999999999998863,0.14999999999997726,0.30000000000001137,0.44999999999998863,0.7121451082138326,325.1614353246415,320.88856467535845,325.1614353246415,321.0012167718383,325.1614353246415
1057,323.0,323.45,323.5,322.9,0,0.6000000000000227,0.10000000000002274,0.7000000000000455,0.7000000000000455,0.7106269696871093,325.33188090906134,321.06811909093864,325.1614353246415,321.06811909093864,325.1614353246415
1058,323.6,323.45,323.6,323.3,0,0.30000000000001137,0.1500000000000341,0.14999999999997726,0.30000000000001137,0.6592985984762221,325.4278957954287,321.4721042045714,325.1614353246415,321.4721042045714,325.1614353246415
1059,323.45,323.0,323.55,323.3,0,0.25,0.10000000000002274,0.14999999999997726,0.25,0.6081362736666943,325.2494088210001,321.60059117899993,325.1614353246415,321.60059117899993,325.1614353246415
1060,323.3,323.2,323.5,323.0,0,0.5,0.5,0.0,0.5,0.5946192394583575,325.0338577183751,321.4661422816249,325.0338577183751,321.60059117899993,325.0338577183751
1061,323.0,324.95,323.25,323.0,0,0.25,0.05000000000001137,0.19999999999998863,0.25,0.5515418345260628,324.7796255035782,321.4703744964218,324.7796255035782,321.60059117899993,321.60059117899993
1062,324.4,324.4,325.5,324.4,0,1.1000000000000227,0.5500000000000114,0.5500000000000114,1.1000000000000227,0.6200991052103078,326.8102973156309,323.08970268436906,326.8102973156309,323.08970268436906,323.08970268436906
1063,324.9,323.65,325.0,323.4,0,1.6000000000000227,0.6000000000000227,1.0,1.6000000000000227,0.7425867170590221,326.42776015117704,321.97223984882294,326.42776015117704,323.08970268436906,323.08970268436906
1064,324.4,323.1,324.4,323.55,0,0.8499999999999659,0.75,0.0999999999999659,0.8499999999999659,0.7560133774266401,326.24304013227993,321.7069598677201,326.24304013227993,323.08970268436906,323.08970268436906
1065,323.9,323.45,323.9,322.45,0,1.4499999999999886,0.7999999999999545,0.6500000000000341,1.4499999999999886,0.8427617052483086,325.7032851157449,320.646714884255,325.7032851157449,323.08970268436906,323.08970268436906
1066,323.0,323.2,323.6,322.8,0,0.8000000000000114,0.1500000000000341,0.6499999999999773,0.8000000000000114,0.8374164920922714,325.71224947627684,320.68775052372325,325.7032851157449,323.08970268436906,323.08970268436906
1067,323.45,325.35,323.55,323.0,0,0.5500000000000114,0.35000000000002274,0.19999999999998863,0.5500000000000114,0.801489430580739,325.6794682917422,320.8705317082578,325.6794682917422,323.08970268436906,323.08970268436906
1068,324.4,324.65,325.25,324.4,0,0.8500000000000227,0.10000000000002274,0.9500000000000455,0.9500000000000455,0.8200532517581522,327.28515975527444,322.36484024472554,325.6794682917422,323.08970268436906,323.08970268436906
