,open,high,low,close,volume
9847,323.3,323.3,322.8,322.35,0
9848,322.5,322.6,321.75,322.8,0
9849,322.6,323.2,322.6,323.1,0
9850,323.1,323.1,322.85,322.8,0
9851,323.0,323.0,322.55,322.8,0
9852,322.8,322.9,322.65,322.95,0
9853,322.65,323.9,322.65,323.8,0
9854,323.8,323.95,323.45,323.75,0
9855,323.6,323.8,323.5,323.8,0
9856,323.5,323.9,323.5,323.75,0
9857,323.85,324.3,323.55,324.45,0
9858,324.2,324.75,324.05,324.3,0
9859,324.3,324.45,324.1,324.1,0
9860,324.1,324.1,323.5,323.8,0
9861,323.85,323.95,323.6,323.65,0
9862,323.65,323.9,323.65,323.65,0
9863,323.65,323.9,323.65,323.45,0
9864,323.65,323.9,323.15,323.5,0
9865,323.4,323.7,323.3,323.3,0
9866,323.35,323.45,323.2,323.3,0
9867,323.4,323.4,322.4,322.7,0
9868,322.5,323.1,322.5,322.8,0
9869,322.8,323.35,322.8,323.25,0
9870,323.25,323.5,323.05,323.45,0
9871,323.25,323.5,323.15,323.4,0
9872,323.4,323.4,323.15,323.2,0
9873,323.2,323.45,323.0,323.4,0
9874,323.4,324.0,323.1,323.8,0
9875,323.75,323.95,323.15,323.5,0
9876,323.25,323.5,323.25,323.3,0
9877,323.4,323.7,323.2,323.5,0
9878,323.35,323.9,323.3,323.75,0
9879,323.75,323.9,323.5,323.7,0
9880,323.7,324.0,323.55,323.95,0
9881,324.0,324.15,323.5,323.65,0
9882,323.5,324.5,323.4,324.5,0
9883,324.4,325.5,324.4,324.95,0
9884,324.9,325.0,323.4,324.4,0
9885,324.4,324.4,323.55,323.65,0
9886,323.9,323.9,322.45,323.1,0
9887,323.0,323.6,322.8,323.45,0
9888,323.45,323.55,323.0,323.2,0
9889,323.2,323.4,321.75,322.8,0
9890,322.6,323.2,322.55,322.8,0
9891,322.8,323.95,322.65,323.75,0
9892,323.6,324.3,323.5,324.45,0
9893,324.2,324.75,323.5,323.8,0
9894,323.85,323.95,323.6,323.45,0
9895,323.65,323.9,323.15,323.3,0
9896,323.4,323.4,322.4,323.25,0
9897,323.25,323.5,323.05,323.2,0
9898,323.2,324.0,323.0,323.5,0
9899,323.25,323.9,323.2,323.75,0
9900,323.75,324.15,323.5,323.65,0
9901,324.4,325.25,324.4,325.35,0
9902,325.25,325.5,324.8,324.65,0
9903,324.65,324.9,324.65,324.95,0
9904,324.9,325.0,323.4,323.6,0
9905,323.5,324.0,323.4,324.0,0
9906,324.0,324.5,323.9,324.4,0
9907,324.4,324.4,324.0,324.0,0
9908,324.2,324.2,323.8,323.75,0
9909,323.9,324.0,323.55,323.65,0
9910,323.9,323.9,322.45,323.4,0
9911,323.4,323.4,322.9,323.0,0
9912,323.0,323.65,322.85,323.1,0
9913,323.0,323.25,322.8,323.1,0
9914,323.0,323.5,322.9,323.6,0
9915,323.6,323.6,323.3,323.45,0
9916,323.45,323.55,323.3,323.45,0
9917,323.3,323.5,323.0,323.0,0
9918,323.0,323.25,323.0,323.2,0
9919,323.2,323.4,323.2,323.05,0
9920,323.3,323.3,322.8,322.35,0
9921,322.5,322.6,321.75,322.8,0
9922,322.6,323.2,322.6,323.1,0
9923,323.1,323.1,322.85,322.8,0
9924,323.0,323.0,322.55,322.8,0
9925,322.8,322.9,322.65,322.95,0
9926,322.65,323.9,322.65,323.8,0
9927,323.8,323.95,323.45,323.75,0
